phenotype name,Synonyms,hpo_id,database_cross_reference
Central apnea,Central apnoea,HP:0002871,MSH:D020182|UMLS:C0520680
Spinal meningeal diverticulum,,HP:0010304,UMLS:C4023913
Otitis media,Middle ear infection,HP:0000388,UMLS:C0029882|MSH:D010033|SNOMEDCT_US:65363002
Abnormal peripheral action potential amplitude,,HP:0030179,UMLS:C4022596
Diffuse leiomyomatosis,,HP:0006756,UMLS:C4024984
Abnormal foramen magnum morphology,Abnormality of the foramen magnum,HP:0002699,UMLS:C4025687
Reduced natural killer cell activity,,HP:0012178,UMLS:C1839969
Buphthalmos,Enlarged eyeball,HP:0000557,MSH:D006871|UMLS:C4551507
Laterally extended eyebrow,Laterally elongated eyebrow|Increased lateral length of eyebrow|Laterally extended eyebrows,HP:0011230,UMLS:C4023451
Decreased circulating calcifediol concentration,Decreased 25-hydroxyvitamin D3|Low serum calcifediol|Low serum calcidiol|Low serum 25-hydroxycholecalciferol,HP:0012053,UMLS:C4023064
Squared superior portion of helix,,HP:0030026,UMLS:C4022671
Spina bifida occulta at S1,,HP:0004614,UMLS:C4025304
Multiple unerupted teeth,Multiple unerupted teeth|Multiple non-erupting teeth|Failure of eruption of multiple teeth,HP:0006283,UMLS:C4025069
Reticulocytopenia,,HP:0001896,UMLS:C0858867|SNOMEDCT_US:124961001
Decreased proportion of immature B cells,Decreased proportion of CD19+/CD21low B cells,HP:0030378,UMLS:C4072917
Broad middle phalanx of the 3rd toe,Broad middle 3rd toe bone,HP:0100425,UMLS:C4022102
Infantile hypercalcemia,,HP:0008250,UMLS:C0475732|MSH:C562999|SNOMEDCT_US:276645004
Hypoplastic labia minora,Underdeveloped inner lips,HP:0000064,UMLS:C1849295
Lactose intolerance,Milk intolerance|Lactose intolerance,HP:0004789,MSH:D007787|UMLS:C0022951|SNOMEDCT_US:700094005|SNOMEDCT_US:267425008
Shortening of all proximal phalanges of the fingers,Shortening of all innermost bones of the fingers,HP:0006144,UMLS:C4025089
Aplasia of the tarsal bones,Absent tarsals|Absent ankle bone,HP:0010509,UMLS:C4021257
Segmental spinal muscular atrophy,,HP:0009037,MSH:C566670|UMLS:C1866774
"Microtia, first degree",First-degree microtia,HP:0011266,UMLS:C4021175
Cerebral white matter hypoplasia,Paucity of cerebral white matter,HP:0012430,UMLS:C4020727|UMLS:C4022908
Absent scrotum,Absent scrotum,HP:0008707,UMLS:C0426320|SNOMEDCT_US:249233008
Pancreatic cysts,Pancreatic cysts|Pancreatic cyst|Multiple pancreatic cysts,HP:0001737,MSH:D010181|UMLS:C0030283|UMLS:C1860394|SNOMEDCT_US:31258000
Sinus tachycardia,Sinus tachy|Sinus tach,HP:0011703,UMLS:C0039239|SNOMEDCT_US:11092001|MSH:D013616
Redundant neck skin,Redundant skin over the neck|Excessive nuchal skin|Excess neck skin|Redundant neck skin|Redundant nuchal skin|Excess skin over the neck|Redundant skin folds of neck,HP:0005989,UMLS:C1840319
Localized osteoporosis,Localised osteoporosis,HP:0040161,UMLS:C1398367
1-5 finger syndactyly,Webbed 1st-5th fingers|Webbed 1-5 fingers,HP:0010708,UMLS:C4023728
Abnormal fundus autofluorescence imaging,,HP:0030602,UMLS:C4073073
Congenital encephalopathy,,HP:0007239,UMLS:C4024917
Pseudoepiphyses of the phalanges of the hand,Pseudoepiphysis of the fingers,HP:0010235,UMLS:C4021306
Red blood cell keratocytosis,Distorted red blood cells resembling keratocytes|RBC keratocytosis,HP:0005540,UMLS:C4021635
Increased serum bile acid concentration,,HP:0012202,UMLS:C4023004
Eye poking,,HP:0001483,SNOMEDCT_US:78894008|UMLS:C0233593
Osteolytic defect of the proximal phalanx of the thumb,Osteolytic defects of the proximal phalanx of the thumb,HP:0009633,UMLS:C4021420
Delayed epiphyseal ossification,Epiphyseal ossification delay|Delayed epiphyseal ossification|Delayed epiphyseal maturation|Delayed opacification of the epiphyses|Delayed maturation of end part of long bone,HP:0002663,UMLS:C1865200|UMLS:C4280565
Unilateral radial aplasia,,HP:0011908,UMLS:C4023135
Lipoma of the tongue,Tongue lipoma,HP:0030815,UMLS:C0238467
Lumbar hemivertebrae,,HP:0008439,UMLS:C0432149|SNOMEDCT_US:93167001
Atlantoaxial dislocation,Atlanto-axial subluxation|Atlantoaxial subluxation,HP:0003414,SNOMEDCT_US:45179004|SNOMEDCT_US:263042007|UMLS:C0263905
Enlarged epiphysis of the middle phalanx of the 5th finger,Enlarged end part of the middle bone of the pinky finger|Enlarged end part of the middle bone of the little finger|Enlarged end part of the middle bone of the pinkie finger,HP:0009206,UMLS:C4024534
Abnormality of levator anguli oris,,HP:3000070,UMLS:C4073277
Low maternal serum PAPP-A,,HP:0011435,UMLS:C4023360
Situs inversus totalis,situs transversus|All organs on wrong side of body|situs oppositus|Situs inversus,HP:0001696,SNOMEDCT_US:14821001|SNOMEDCT_US:43876007|MSH:D012857|SNOMEDCT_US:27317008|UMLS:C0266642|UMLS:C0037221|SNOMEDCT_US:24614000|Fyler:100|MSH:D059446|Fyler:0100
Tubulointerstitial fibrosis,Tubulointerstitial renal fibrosis|Tubulointerstitial scarring,HP:0005576,UMLS:C1969372
Skin erosion,,HP:0200041,SNOMEDCT_US:93448009|UMLS:C3887524|MEDDRA:10040840
Scissor gait,Scissor walk|Scissors gait|Scissor gait,HP:0012407,SNOMEDCT_US:22090007|MSH:D020233|UMLS:C0231698
Fragmentation of the epiphysis of the middle phalanx of the 5th toe,Fragmentation of the end part of the middle bone of the little toe|Fragmentation of the end part of the middle bone of the pinkie toe|Fragmentation of the end part of the middle bone of the pinky toe,HP:0100217,UMLS:C4022204
Congenital foot contractures,,HP:0005745,UMLS:C4025144
Enlarged epiphyses of the proximal phalanges of the hand,Enlarged end part of the innermost hand bones,HP:0010271,UMLS:C4023930
Mood swings,Mood swings,HP:0000720,SNOMEDCT_US:18963009|UMLS:C0085633
Patchy sclerosis of the distal phalanx of the 3rd finger,Uneven increase in bone density in the outermost bone of the 3rd finger,HP:0009425,UMLS:C4024371
Transient hearing impairment,,HP:0012779,UMLS:C4022724
Overmodelled hand bones,,HP:0004285,UMLS:C4025371
Mottled pigmentation,Mottled skin coloring|Mottled skin colouring|Stippled pigmentation,HP:0001070,UMLS:C0860439|UMLS:C4020879
Decreased activity of NADPH oxidase,,HP:0003206,UMLS:C1844394
Abnormal large intestine morphology,Abnormality of the large intestine,HP:0002250,UMLS:C4025715
Mesangial hypercellularity,Mesangial proliferation,HP:0012574,SNOMEDCT_US:125510009|UMLS:C0545017
Unaided visual acuity 1.2 LogMAR,,HP:0030547,UMLS:C4073021
Curved distal phalanges of the hand,Curved outermost finger bone of the hand,HP:0009838,UMLS:C4024188
Horizontal opticokinetic nystagmus,,HP:0008026,UMLS:C4024754
Renal artery stenosis,Narrowing of kidney artery,HP:0001920,SNOMEDCT_US:282664001|UMLS:C0035067|MSH:D012078|SNOMEDCT_US:302233006|Fyler:2634
Aplasia of the phalanges of the hand,Absent finger bone of the hand,HP:0009802,UMLS:C4024203|UMLS:C4280393
Molar tooth sign on MRI,'molar tooth sign' on brain imaging'|'molar tooth' sign on imaging|Molar tooth sign,HP:0002419,UMLS:C1865060
Abnormal circulating unsaturated fatty acid concentration,,HP:0011022,UMLS:C4023590
Right,Right-sided,HP:0012834,UMLS:C0444532|SNOMEDCT_US:264180000
Abnormality of vitamin B metabolism,Abnormality of B-vitamin metabolism,HP:0004340,UMLS:C4021659
Broad face,Horizontal excess of face|Transverse hyperplasia of face|Transverse excess of face|Increased breadth of face|Broad facies|Increased transverse dimension of face|Increased width of face|Broad face|Wide face|Wide facies|Increased horizontal dimension of face|Horizontal hyperplasia of face,HP:0000283,UMLS:C1859680
Broad 1st metacarpal,Wide 1st long bone of hand,HP:0010027,UMLS:C4024097
Increased anterior vertebral height,,HP:0004581,UMLS:C1866732
Elevated urinary norepinephrine,,HP:0003345,UMLS:C4025626
Choanal stenosis,Coanal stenosis|Narrowing of the rear opening of the nasal cavity,HP:0000452,UMLS:C0584837|SNOMEDCT_US:306963008
Dimple on nasal tip,Dimpled tip of nose|Dimple on nasal tip,HP:0004132,UMLS:C1863349
Abnormal lateral cricoarytenoid muscle morphology,Abnormality of lateral crico-arytenoid|Abnormality of lateral cricoarytenoid muscle|Abnormal anterior cricoarytenoid muscle morphology,HP:3000067,UMLS:C4073274
Basilar invagination,,HP:0012366,UMLS:C3887851
Superior-inferior ventricles without criss-cross atrioventricular valves,,HP:0011543,Fyler:0184|Fyler:184|UMLS:C4023308
Decreased circulating gonadotropin concentration,Decreased circulating gonadotropin level,HP:0030339,UMLS:C4072887
Acetabular dysplasia,Dysplastic acetabulae,HP:0008807,UMLS:C1328407|MSH:D006617
Elevated circulating C-reactive protein concentration,Elevated C-reactive protein level|Elevated CRP,HP:0011227,UMLS:C4023452|UMLS:C0742906
Total absence von Willebrand factor multimers,,HP:0030134,UMLS:C4022614
Pulmonary aterial intimal fibrosis,,HP:0005312,UMLS:C4025217
Abdominal obesity,Abdominal obesity|Central obesity,HP:0012743,UMLS:C0311277|SNOMEDCT_US:248311001|MSH:D056128
Unbalanced atrioventricular canal defect,Unbalanced atrioventricular septal defect,HP:0011579,UMLS:C3280940
Abnormality of the vertebral column,Abnormal vertebral column|Abnormality of the spine|Abnormality of the vertebral column|Abnormal spine|Abnormality of the backbone,HP:0000925,UMLS:C4021789|UMLS:C4020882
Contracture of the metatarsophalangeal joint of the 2nd toe,,HP:0100356,UMLS:C4022129
Aplasia/hypoplasia affecting bones of the axial skeleton,,HP:0009122,UMLS:C4024585
Abnormality of central retinal artery,,HP:3000032,UMLS:C4073240
Anhedonia,,HP:0012154,SNOMEDCT_US:247796005|MSH:D059445|SNOMEDCT_US:28669007|UMLS:C0178417
Eyelid apraxia,Difficulty opening the eyelids,HP:0000658,UMLS:C1142448|SNOMEDCT_US:423142006
Heterogeneous,Genetic heterogeneity|Heterogeneity,HP:0001425,MSH:D018740|UMLS:C0242960
Pulmonary edema,Wet lung|Lung oedema|Lung edema|Pulmonary oedema|Excess fluid in lungs,HP:0100598,SNOMEDCT_US:19242006|MSH:D011654|UMLS:C0034063
Abnormality of the ulna,,HP:0002997,UMLS:C4025662
Long penis,Enlarged penis|Long penis,HP:0000040,UMLS:C0269011|SNOMEDCT_US:88673001
Sandal gap,"Wide-spaced big toe|Gap between 1st and 2nd toes|Widened gap 1st-2nd toes|Increased space between first and second toes|Sandal gap between first and second toes|Gap between first and second toe|Widely spaced 1st-2nd toes|Wide space between 1st, 2nd toes|Widely spaced first and second toes|Wide space between first and second toes|Space between great toe and second toe|Widened gap first and second toe",HP:0001852,UMLS:C1840069
Delayed CNS myelination,Delay in central nervous system myelination,HP:0002188,UMLS:C4021758
Short middle phalanx of the 4th toe,Short middle bone of 4th toe|Short middle phalanx of the fourth toe|Hypoplastic/small middle phalanx of the 4th toe,HP:0100393,UMLS:C4021004
Enlarged epiphysis of the proximal phalanx of the 5th finger,Enlarged end part of the innermost bone of pinky finger|Enlarged end part of the innermost bone of little finger|Enlarged end part of the innermost bone of pinkie finger,HP:0009158,UMLS:C4024566
Abnormality of lateral pterygoid muscle,,HP:3000068,UMLS:C4073275
High iliac wing,"Narrow, high iliac wings|High iliac wings",HP:0008808,UMLS:C1969680
Reduced vital capacity,Decreased vital capacity,HP:0002792,UMLS:C0476408|SNOMEDCT_US:607007|UMLS:C0520831|SNOMEDCT_US:274715008
Deep venous thrombosis,Multiple deep venous thrombosis|Deep vein thrombosis|Blood clot in a deep vein,HP:0002625,UMLS:C0149871|SNOMEDCT_US:128053003|MSH:D020246
Endometriosis,,HP:0030127,UMLS:C0014175|SNOMEDCT_US:396224008|MSH:D004715|SNOMEDCT_US:129103003
Hypertrophic nerve changes,,HP:0003382,UMLS:C1832776
Frequent,Frequent (79-30%),HP:0040282,ORPHA:453312
Abnormal muscle physiology,Issue with muscle function|Abnormality of muscle physiology,HP:0011804,UMLS:C4023182
Hypoplastic nasal tip,Decreased size of nasal tip|Underdevelopment of tip of nose|Small tip of nose|Hypoplasia of tip of nose|Small nasal tip|Decreased size of tip of nose|Underdevelopment of nasal tip|Aplasia of nasal tip|Hypotrophic nasal tip|Deficient nasal tip|Hypotrophic tip of nose,HP:0005278,UMLS:C1844731|UMLS:C4280497|UMLS:C4280496
Aplasia cutis congenita on trunk or limbs,,HP:0007589,UMLS:C1863496
Difficulty climbing stairs,Difficulty walking up stairs,HP:0003551,SNOMEDCT_US:282195009|UMLS:C0239067
Aneurysmal bone cyst,,HP:0012063,SNOMEDCT_US:76000001|UMLS:C0152244|SNOMEDCT_US:203468000|MSH:D017824
Female reproductive system neoplasm,,HP:0033020,NCIT:C3053
Abnormal paranasal sinus morphology,Abnormality of the sinuses|Abnormality of the sinuses of the head|Abnormality of the paranasal sinuses,HP:0000245,UMLS:C4025873
Abnormal ear morphology,,HP:0031703,Fyler:4867
Absent retinal pigment epithelium,,HP:0007980,UMLS:C1852548
Bipartite calcaneus,Delayed coalescence of bipartite calcanei|Extra calcaneal ossification centre|Extra calcaneal ossification center|Double calcaneal ossification center|Delayed fusion of bipartite calcanei|Double calcaneal ossification centre|Delayed coalescence of calcaneal ossification centres|Delayed coalescence of calcaneal ossification centers,HP:0008127,UMLS:C1835574
Mandibular aplasia,Agnathia|Absence of mandible|Failure of development of mandible|Absence of lower jaw|Agenesis of the mandible|Missing lower jaw|Absent mandible|Failure of development of lower jaw|Absence of lower jaw bone|Aplasia of the lower jaw bone|Absence of lower jaw bones,HP:0009939,UMLS:C4021371|SNOMEDCT_US:91896009|SNOMEDCT_US:91922000|UMLS:C0685775|UMLS:C0685776
Sleep myoclonus,,HP:0012323,SNOMEDCT_US:34101000119105|MSH:D009207|UMLS:C0751352
Curved phalanges of the hand,Curved hand bones,HP:0009770,UMLS:C4024211
Fragmentation of the epiphysis of the distal phalanx of the thumb,Fragmentation of end part thumb outermost long bone,HP:0009679,UMLS:C4024240
Intestinal bleeding,Intestinal bleeding|Intestinal hemorrhage|Intestinal haemorrhage,HP:0002584,SNOMEDCT_US:712510007|UMLS:C0267373
Abnormality of circulating catecholamine level,Catecholamine levels abnormal,HP:0012099,UMLS:C4021102
Insidious onset,Gradual onset,HP:0003587,SNOMEDCT_US:367326009|UMLS:C1298634|UMLS:C0332164|SNOMEDCT_US:61751001
Increased susceptibility to spontaneous sister chromatid exchange,,HP:0010998,UMLS:C4023604
Abnormal circulating aromatic amino acid concentration,Abnormality of aromatic amino acid family metabolism,HP:0004338,UMLS:C4025352
Diplomyelia,Duplication of spinal cord,HP:0100562,SNOMEDCT_US:360527003|UMLS:C1260890
Functional motor deficit,Functional motor problems,HP:0004302,UMLS:C4025360
Elevated 7-dehydrocholesterol,"Elevated levels of cholesta-5,7-dien-3beta-ol",HP:0010569,UMLS:C1849185
Patchy sclerosis of the middle phalanx of the 4th finger,Uneven increase in bone density in the middle bone of the ring finger,HP:0009307,UMLS:C4024454
Split hand,Split hand|Hand ectrodactyly|Claw hands|Claw hand deformities|Split-hand|Claw-hand deformities|Ectrodactyly of the hand|Claw hand,HP:0001171,SNOMEDCT_US:299034005|UMLS:C0221373
Two carpal ossification centers present at birth,Two carpal ossification centres present at birth,HP:0006176,UMLS:C1839285
Amegakaryocytic thrombocytopenia,,HP:0004859,UMLS:C0398639|SNOMEDCT_US:234482009
Lafora bodies,,HP:0100318,SNOMEDCT_US:87554006|UMLS:C0333749
Muscular hypotonia of the trunk,Axial hypotonia|Truncal hypotonia|Low muscle tone in trunk,HP:0008936,UMLS:C1853743
Hypothyroidism,Low T4|Underactive thyroid,HP:0000821,MSH:D007037|SNOMEDCT_US:40930008|UMLS:C0020676
Visceral angiomatosis,,HP:0100761,UMLS:C4021977
Abnormal superior cerebellar peduncle morphology,Abnormality of the superior cerebellar peduncle,HP:0011932,UMLS:C4023120
Cone-shaped epiphysis of the proximal phalanx of the 2nd finger,Cone-shaped epiphysis of proximal index finger phalanx|Cone-shaped end part of innermost long bone of index finger,HP:0009526,UMLS:C4021456
Odontoma,Odontomas,HP:0011068,SNOMEDCT_US:79074005|MSH:D009810|UMLS:C0028882
Hyperlordosis,Prominent swayback|Lordosis,HP:0003307,SNOMEDCT_US:61960001|SNOMEDCT_US:249710008|MSH:D008141|UMLS:C0024003
Aplastic nasopharyngeal adenoids,,HP:0040259,UMLS:C4280690
Myeloschisis,,HP:0030708,UMLS:C0266507|SNOMEDCT_US:360530005
Increased circulating IgM level,Increased IgM levels|Increased levels of IgM,HP:0003496,UMLS:C1839972
Iron accumulation in brain,Brain iron deposition|Iron accumulation in brain,HP:0012675,UMLS:C4021076
Small epiphyses,Small end part of bone,HP:0010585,UMLS:C1846803
Short upper eyelashes,Decreased length of upper eyelashes|Short upper eyelashes,HP:0040054,UMLS:C4022464
Vascular calcification,,HP:0004934,UMLS:C0342649|MSH:D061205|SNOMEDCT_US:237897009
Thickened Achilles tendon,Thickened Achilles tendon,HP:0004690,UMLS:C0919997
Broad phalanges of the 4th toe,Broad bones of the 4th toe,HP:0010372,UMLS:C4023874
Abnormal inferior vena cava morphology,,HP:0025576,Fyler:2810
Inflammatory abnormality of the skin,Skin inflammation|Abnormal tendency to infections of the skin|Inflammatory abnormality of the skin|Dermatitis|Inflammatory skin disease,HP:0011123,MSH:D003872|SNOMEDCT_US:703938007|UMLS:C0011603|MP:0004947|UMLS:C3875321
Enlarged epiphyses of the 3rd toe,Enlarged end part of the 3rd toe bone,HP:0100058,UMLS:C4022363
Impaired smooth pursuit,Abnormality of visual tracking|Impairment of visual pursuit|Abnormal visual pursuit,HP:0007772,UMLS:C1848530|UMLS:C1837458
Bracket epiphysis of the proximal phalanx of the hallux,Bracket shaped end part of the innermost bone of big toe,HP:0010128,UMLS:C4024031
Advanced ossification of carpal bones,Accelerated wrist bone maturation|Accelerated carpal bone maturation|Precociously ossified carpal bones|Advanced carpal ossification|Advanced carpal bone age,HP:0004233,UMLS:C1849292|UMLS:C4280536
Enhancement of the C-reflex,,HP:0001340,UMLS:C3552824
Widened distal phalanges,Widened outermost bone of limb,HP:0006200,UMLS:C1862421
Abnormality of the spinal cord,Abnormality of the spinal cord|Spinal cord pathology|Spinal cord disease,HP:0002143,UMLS:C0037928|MSH:D013118|SNOMEDCT_US:48522003|UMLS:C4025722
Acute respiratory acidosis,,HP:0012467,SNOMEDCT_US:70644008|UMLS:C0268047
Drumstick terminal phalanges,Drumstick shaped digital bones,HP:0006129,UMLS:C1844822
Biliary tract abnormality,Biliary tract disease,HP:0001080,MSH:D001660|UMLS:C0549613|UMLS:C0005424|SNOMEDCT_US:105997008
Delayed pneumatization of the mastoid process,Mastoid processes poorly pneumatized,HP:0005906,UMLS:C4021617
Abnormality of fontanelles,Anomaly of the fontanelles,HP:0011328,UMLS:C4020755
Abnormal prostate morphology,Abnormality of the prostate,HP:0008775,UMLS:C0747987
Extremely elevated creatine kinase,Extremely elevated CPK|Extremely high CPK level|Extremely elevated serum CK level|Extremely elevated phospho-CK serum level|Extremely elevated creatine phosphokinase,HP:0030235,UMLS:C4022564
Oropharyngeal squamous papilloma,Squamous papilloma of the uvula,HP:0031022,NCIT:C6038
